"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","cons.price.idx","cons.conf.idx","nr.employed","y"
"34724",34,"services","married","high.school","no","no","no","cellular","may","thu",6,999,1,"failure",92.893,-46.2,5099.1,"no"
"21228",36,"technician","married","professional.course","no","no","no","cellular","aug","mon",1,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"23717",30,"admin.","divorced","university.degree","no","no","no","cellular","aug","thu",7,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"3037",38,"self-employed","single","university.degree","no","no","yes","telephone","may","wed",2,999,0,"nonexistent",93.994,-36.4,5191,"no"
"17313",28,"blue-collar","single","basic.9y","no","no","no","cellular","jul","fri",9,999,0,"nonexistent",93.918,-42.7,5228.1,"yes"
"14619",39,"admin.","divorced","high.school","no","yes","no","cellular","jul","tue",5,999,0,"nonexistent",93.918,-42.7,5228.1,"yes"
"17183",40,"blue-collar","married","basic.9y","no","no","yes","cellular","jul","fri",1,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"7173",49,"admin.","single","professional.course","no","yes","no","telephone","may","thu",2,999,0,"nonexistent",93.994,-36.4,5191,"no"
"15432",28,"management","single","university.degree","no","no","no","cellular","jul","fri",3,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"9815",43,"blue-collar","married","basic.4y","no","yes","yes","telephone","jun","wed",1,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"33918",34,"services","married","university.degree","no","yes","yes","cellular","may","wed",1,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"19947",46,"technician","married","university.degree","no","no","no","cellular","aug","fri",3,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"5836",45,"blue-collar","married","basic.9y","no","yes","no","telephone","may","mon",2,999,0,"nonexistent",93.994,-36.4,5191,"no"
"16771",43,"admin.","single","high.school","no","yes","no","cellular","jul","thu",1,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"18910",35,"technician","single","professional.course","no","no","yes","cellular","aug","mon",1,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"3105",39,"unemployed","married","high.school","no","no","yes","telephone","may","thu",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"33515",51,"blue-collar","divorced","basic.4y","no","yes","no","cellular","may","tue",4,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"39098",41,"admin.","single","university.degree","no","yes","yes","telephone","dec","thu",1,999,1,"failure",92.713,-33,5023.5,"no"
"15582",34,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","fri",4,999,0,"nonexistent",93.918,-42.7,5228.1,"yes"
"11215",40,"management","married","university.degree","no","no","no","telephone","jun","thu",1,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"18475",47,"blue-collar","married","basic.4y","no","no","yes","telephone","jul","thu",1,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"22572",47,"blue-collar","married","basic.9y","no","no","no","cellular","aug","fri",11,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"13330",39,"technician","married","professional.course","no","yes","no","cellular","jul","wed",2,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"21794",51,"retired","married","university.degree","no","no","no","cellular","aug","wed",1,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"35510",37,"technician","married","high.school","no","no","no","cellular","may","mon",1,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"4596",43,"admin.","married","university.degree","no","no","no","telephone","may","tue",4,999,0,"nonexistent",93.994,-36.4,5191,"no"
"21985",36,"admin.","single","university.degree","no","yes","no","cellular","aug","wed",3,999,0,"nonexistent",93.444,-36.1,5228.1,"yes"
"8513",46,"blue-collar","married","basic.6y","no","yes","no","telephone","jun","wed",2,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"25501",29,"admin.","divorced","basic.9y","no","yes","no","cellular","nov","wed",1,999,0,"nonexistent",93.2,-42,5195.8,"no"
"28446",36,"blue-collar","married","basic.9y","no","no","no","cellular","apr","tue",1,999,0,"nonexistent",93.075,-47.1,5099.1,"no"
"9049",29,"blue-collar","married","high.school","no","no","no","telephone","jun","thu",13,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"37255",29,"admin.","single","high.school","no","no","no","cellular","aug","fri",1,4,3,"success",92.201,-31.4,5076.2,"no"
"2559",36,"admin.","married","university.degree","no","no","no","telephone","may","tue",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"28527",41,"blue-collar","married","basic.6y","no","yes","yes","cellular","apr","tue",2,999,0,"nonexistent",93.075,-47.1,5099.1,"no"
"19524",38,"services","single","high.school","no","yes","no","cellular","aug","thu",1,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"9554",34,"admin.","married","high.school","no","no","no","telephone","jun","mon",1,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"13643",27,"technician","married","professional.course","no","yes","no","telephone","jul","thu",1,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"4232",34,"admin.","married","university.degree","no","no","no","telephone","may","tue",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"3239",43,"unemployed","married","university.degree","no","yes","no","telephone","may","thu",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"21630",31,"admin.","married","university.degree","no","no","no","cellular","aug","tue",1,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"9136",36,"management","married","university.degree","no","no","yes","telephone","jun","fri",5,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"34612",33,"blue-collar","married","basic.9y","no","no","no","cellular","may","thu",2,999,0,"nonexistent",92.893,-46.2,5099.1,"yes"
"16197",36,"admin.","single","high.school","no","no","no","cellular","jul","tue",3,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"23502",35,"admin.","married","university.degree","no","yes","no","cellular","aug","thu",3,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"19263",52,"technician","married","professional.course","no","no","no","cellular","aug","wed",1,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"24362",52,"entrepreneur","married","basic.9y","no","yes","no","cellular","nov","mon",1,999,0,"nonexistent",93.2,-42,5195.8,"no"
"40519",26,"student","single","high.school","no","no","no","cellular","aug","wed",3,999,3,"failure",94.027,-38.3,4991.6,"no"
"16210",27,"admin.","single","university.degree","no","no","no","cellular","jul","tue",1,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"10630",30,"technician","single","university.degree","no","no","no","telephone","jun","tue",2,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"40868",32,"technician","married","professional.course","no","no","no","cellular","oct","wed",1,999,0,"nonexistent",94.601,-49.5,4963.6,"yes"
"6221",38,"admin.","single","university.degree","no","no","no","telephone","may","tue",5,999,0,"nonexistent",93.994,-36.4,5191,"no"
"32239",33,"admin.","single","high.school","no","no","yes","cellular","may","fri",1,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"10994",32,"technician","married","professional.course","no","no","no","telephone","jun","wed",1,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"32050",43,"blue-collar","married","basic.9y","no","no","no","cellular","may","thu",2,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"19287",31,"admin.","single","university.degree","no","yes","no","cellular","aug","wed",1,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"11727",31,"entrepreneur","single","university.degree","no","no","no","telephone","jun","fri",12,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"35257",30,"services","married","high.school","no","no","no","cellular","may","fri",3,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"11798",30,"blue-collar","married","basic.9y","no","no","yes","telephone","jun","fri",2,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"9893",37,"admin.","single","high.school","no","no","no","telephone","jun","wed",1,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"32169",34,"blue-collar","married","university.degree","no","no","yes","cellular","may","fri",4,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"12178",53,"blue-collar","married","basic.9y","no","no","no","telephone","jul","tue",1,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"21205",38,"technician","divorced","university.degree","no","yes","no","cellular","aug","mon",2,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"13683",30,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","thu",1,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"12824",48,"management","married","high.school","no","no","no","cellular","jul","tue",1,999,0,"nonexistent",93.918,-42.7,5228.1,"yes"
"18222",31,"blue-collar","single","basic.9y","no","no","yes","cellular","jul","wed",2,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"11062",50,"technician","married","professional.course","no","yes","no","telephone","jun","wed",20,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"33840",31,"unemployed","married","basic.9y","no","yes","no","cellular","may","wed",2,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"39834",29,"admin.","single","university.degree","no","yes","no","telephone","jun","wed",2,3,1,"success",94.055,-39.8,4991.6,"no"
"24761",54,"self-employed","married","basic.9y","no","yes","no","cellular","nov","tue",4,999,1,"failure",93.2,-42,5195.8,"no"
"37051",24,"student","single","high.school","no","no","no","cellular","jul","wed",1,999,1,"failure",92.469,-33.6,5076.2,"no"
"23436",40,"admin.","divorced","high.school","no","yes","no","cellular","aug","wed",6,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"27334",40,"blue-collar","divorced","basic.4y","no","yes","no","cellular","nov","fri",1,999,1,"failure",93.2,-42,5195.8,"no"
"2491",39,"blue-collar","married","basic.9y","no","yes","no","telephone","may","tue",3,999,0,"nonexistent",93.994,-36.4,5191,"no"
"34686",33,"services","single","high.school","no","yes","no","cellular","may","thu",2,999,1,"failure",92.893,-46.2,5099.1,"no"
"38741",72,"retired","married","basic.4y","no","yes","no","cellular","nov","wed",1,999,1,"failure",92.649,-30.1,5017.5,"yes"
"22726",33,"technician","married","professional.course","no","yes","no","cellular","aug","mon",3,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"36141",56,"technician","married","basic.4y","no","no","no","cellular","may","wed",3,3,1,"success",92.893,-46.2,5099.1,"yes"
"2651",29,"technician","married","professional.course","no","no","no","telephone","may","tue",2,999,0,"nonexistent",93.994,-36.4,5191,"no"
"535",41,"technician","married","high.school","no","no","no","telephone","may","tue",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"2221",41,"admin.","single","university.degree","no","yes","yes","telephone","may","mon",6,999,0,"nonexistent",93.994,-36.4,5191,"no"
"28477",24,"services","single","high.school","no","yes","no","cellular","apr","tue",1,999,0,"nonexistent",93.075,-47.1,5099.1,"no"
"11375",44,"technician","married","professional.course","no","yes","no","telephone","jun","fri",2,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"11043",31,"services","single","high.school","no","no","no","telephone","jun","wed",2,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"7908",53,"services","married","high.school","no","yes","no","telephone","jun","mon",2,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"940",34,"technician","married","professional.course","no","yes","no","telephone","may","wed",2,999,0,"nonexistent",93.994,-36.4,5191,"no"
"21937",39,"admin.","single","university.degree","no","yes","no","cellular","aug","wed",1,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"25875",34,"blue-collar","single","basic.9y","no","no","no","cellular","nov","wed",1,999,1,"failure",93.2,-42,5195.8,"no"
"27424",57,"services","married","high.school","no","yes","no","cellular","nov","fri",2,999,1,"failure",93.2,-42,5195.8,"no"
"11914",33,"services","divorced","high.school","no","yes","no","telephone","jun","fri",4,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"20134",32,"admin.","married","university.degree","no","yes","yes","cellular","aug","mon",1,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"17638",55,"technician","married","basic.9y","no","yes","no","cellular","jul","mon",6,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"15780",37,"admin.","single","high.school","no","no","no","cellular","jul","mon",15,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"35754",52,"admin.","divorced","high.school","no","yes","no","telephone","may","mon",2,999,1,"failure",92.893,-46.2,5099.1,"no"
"25091",35,"technician","married","university.degree","no","yes","no","cellular","nov","tue",2,999,0,"nonexistent",93.2,-42,5195.8,"no"
"33913",58,"housemaid","married","basic.4y","no","yes","no","cellular","may","wed",1,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"6854",33,"blue-collar","divorced","basic.9y","no","yes","no","telephone","may","wed",3,999,0,"nonexistent",93.994,-36.4,5191,"no"
"23845",39,"technician","divorced","high.school","no","yes","no","cellular","aug","fri",1,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"30833",47,"entrepreneur","married","high.school","no","yes","no","cellular","may","tue",1,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"15533",44,"self-employed","married","high.school","no","no","no","cellular","jul","fri",11,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"21432",46,"technician","married","professional.course","no","no","no","cellular","aug","tue",2,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"38308",44,"admin.","divorced","high.school","no","no","no","cellular","oct","thu",1,999,0,"nonexistent",92.431,-26.9,5017.5,"no"
"35268",49,"entrepreneur","divorced","basic.9y","no","yes","no","cellular","may","fri",2,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"34178",46,"housemaid","single","basic.9y","no","no","no","cellular","may","wed",2,999,1,"failure",92.893,-46.2,5099.1,"no"
"22890",40,"technician","married","professional.course","no","yes","no","cellular","aug","mon",6,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"18902",45,"blue-collar","married","basic.6y","no","no","no","cellular","aug","mon",1,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"29274",57,"retired","married","basic.6y","no","no","no","cellular","apr","fri",2,999,1,"failure",93.075,-47.1,5099.1,"no"
"20119",52,"services","married","high.school","no","yes","no","cellular","aug","mon",1,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"4516",38,"services","married","basic.9y","no","no","no","telephone","may","tue",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"38101",50,"blue-collar","married","basic.6y","no","yes","no","cellular","sep","wed",3,999,1,"failure",92.379,-29.8,5017.5,"no"
"19427",32,"admin.","single","university.degree","no","yes","no","cellular","aug","wed",9,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"30908",34,"blue-collar","married","basic.6y","no","yes","no","cellular","may","tue",1,999,1,"failure",92.893,-46.2,5099.1,"no"
"7061",56,"admin.","divorced","basic.9y","no","yes","no","telephone","may","thu",3,999,0,"nonexistent",93.994,-36.4,5191,"no"
"26934",34,"admin.","divorced","university.degree","no","no","no","cellular","nov","thu",2,999,1,"failure",93.2,-42,5195.8,"yes"
"11794",36,"admin.","married","basic.9y","no","no","yes","telephone","jun","fri",3,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"1405",29,"blue-collar","single","high.school","no","no","no","telephone","may","thu",2,999,0,"nonexistent",93.994,-36.4,5191,"no"
"5350",26,"blue-collar","married","basic.6y","no","yes","yes","telephone","may","fri",2,999,0,"nonexistent",93.994,-36.4,5191,"no"
"11543",52,"admin.","married","high.school","no","yes","no","telephone","jun","fri",3,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"37686",20,"student","single","basic.9y","no","no","no","cellular","aug","wed",2,999,0,"nonexistent",92.201,-31.4,5076.2,"no"
"18087",40,"technician","single","university.degree","no","yes","no","telephone","jul","wed",2,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"31280",28,"admin.","married","high.school","no","yes","no","cellular","may","wed",1,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"8806",52,"management","divorced","university.degree","no","yes","yes","telephone","jun","thu",1,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"40837",30,"student","single","professional.course","no","yes","no","cellular","sep","mon",4,19,1,"success",94.199,-37.5,4963.6,"no"
"25104",55,"blue-collar","married","basic.9y","no","no","no","cellular","nov","tue",2,999,0,"nonexistent",93.2,-42,5195.8,"no"
"17708",53,"blue-collar","married","high.school","no","yes","no","cellular","jul","tue",7,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"39906",36,"management","married","university.degree","no","no","no","cellular","jun","tue",1,3,2,"success",94.055,-39.8,4991.6,"yes"
